sample_id,image_id,class_name,image_label,label,image_path,mask_paths,mask_path,split,height,width,image_area,gt_area,gt_area_ratio,mask_quartile
forged__29535,29535,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29535.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29535.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29535.npy,train,157,787,123559,9678,0.07832695311551567,Q3
forged__29607,29607,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29607.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29607.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29607.npy,train,256,320,81920,2434,0.0297119140625,Q1
forged__2961,2961,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/2961.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/2961.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/2961.npy,train,666,1000,666000,54772,0.08224024024024024,Q4
forged__2966,2966,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/2966.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/2966.npy|/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29663.npy|/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29668.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/2966.npy,train,256,256,65536,192,0.0029296875,Q1
forged__29668,29668,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29668.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29668.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29668.npy,train,216,569,122904,35028,0.28500292911540714,Q4
forged__29671,29671,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29671.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29671.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29671.npy,train,520,696,361920,4281,0.011828580901856765,Q2
forged__29675,29675,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29675.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29675.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29675.npy,train,666,1000,666000,57206,0.0858948948948949,Q4
forged__29679,29679,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29679.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29679.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29679.npy,train,256,256,65536,624,0.009521484375,Q1
forged__29770,29770,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29770.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29770.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29770.npy,train,520,696,361920,3447,0.00952420424403183,Q2
forged__29793,29793,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29793.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29793.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29793.npy,train,1912,2568,4910016,71282,0.01451767163284193,Q4
forged__29797,29797,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29797.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29797.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29797.npy,train,81,547,44307,6738,0.15207529284311733,Q2
forged__29876,29876,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29876.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29876.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29876.npy,train,520,696,361920,17168,0.047435897435897434,Q3
forged__29894,29894,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29894.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29894.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29894.npy,train,520,696,361920,6248,0.017263483642793988,Q2
forged__29899,29899,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29899.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29899.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29899.npy,train,666,1000,666000,99998,0.15014714714714714,Q4
forged__29912,29912,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/29912.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29912.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/29912.npy,train,666,1000,666000,74728,0.11220420420420421,Q4
forged__30015,30015,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30015.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30015.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30015.npy,train,65,1181,76765,4542,0.05916758939620921,Q2
forged__30023,30023,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30023.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30023.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30023.npy,train,1415,1878,2657370,9704,0.003651730846664183,Q3
forged__30040,30040,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30040.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30040.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30040.npy,train,512,513,262656,48002,0.18275615253411306,Q4
forged__30050,30050,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30050.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30050.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30050.npy,train,704,204,143616,6958,0.04844864081996435,Q2
forged__30060,30060,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30060.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30060.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30060.npy,train,666,1000,666000,56924,0.08547147147147147,Q4
forged__30100,30100,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30100.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30100.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30100.npy,train,171,876,149796,13242,0.08840022430505487,Q3
forged__30191,30191,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30191.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30191.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30191.npy,train,512,545,279040,1336,0.004787844036697248,Q1
forged__30235,30235,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30235.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30235.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30235.npy,train,1200,1600,1920000,3290,0.0017135416666666666,Q2
forged__30283,30283,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30283.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30283.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30283.npy,train,512,687,351744,22078,0.06276723981077147,Q3
forged__30297,30297,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30297.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30297.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30297.npy,train,520,696,361920,4236,0.011704244031830239,Q2
forged__30307,30307,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30307.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30307.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30307.npy,train,159,1306,207654,15214,0.07326610611883229,Q3
forged__30308,30308,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30308.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30308.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30308.npy,train,512,512,262144,1657,0.006320953369140625,Q1
forged__30340,30340,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30340.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30340.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30340.npy,train,256,256,65536,4270,0.065155029296875,Q2
forged__30344,30344,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30344.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30344.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30344.npy,train,512,777,397824,7391,0.018578567406692406,Q2
forged__30408,30408,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30408.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30408.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30408.npy,train,256,256,65536,275,0.0041961669921875,Q1
forged__30419,30419,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30419.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30419.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30419.npy,train,1200,1600,1920000,15854,0.008257291666666666,Q3
forged__30476,30476,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30476.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30476.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30476.npy,train,666,1000,666000,112878,0.16948648648648648,Q4
forged__30503,30503,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30503.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30503.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30503.npy,train,512,515,263680,13464,0.0510618932038835,Q3
forged__30572,30572,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30572.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30572.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30572.npy,train,256,256,65536,868,0.01324462890625,Q1
forged__30587,30587,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30587.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30587.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30587.npy,train,1200,1600,1920000,10890,0.005671875,Q3
forged__30614,30614,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30614.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30614.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30614.npy,train,512,513,262656,32036,0.1219694200779727,Q4
forged__30629,30629,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30629.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30629.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30629.npy,train,379,470,178130,7038,0.03951046988154718,Q2
forged__30634,30634,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30634.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30634.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30634.npy,train,1912,2568,4910016,29457,0.005999369452156572,Q3
forged__30649,30649,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30649.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30649.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30649.npy,train,131,1329,174099,16398,0.094187789705857,Q3
forged__30716,30716,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30716.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30716.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30716.npy,train,512,512,262144,2238,0.00853729248046875,Q1
forged__3073,3073,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/3073.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/3073.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/3073.npy,train,512,583,298496,21084,0.07063411234991424,Q3
forged__30748,30748,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30748.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30748.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30748.npy,train,666,1000,666000,43241,0.06492642642642643,Q4
forged__3087,3087,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/3087.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/3087.npy|/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30871.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/3087.npy,train,212,1083,229596,17418,0.07586369100506977,Q3
forged__30883,30883,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30883.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30883.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30883.npy,train,739,639,472221,766,0.0016221218454918354,Q1
forged__30909,30909,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30909.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30909.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30909.npy,train,340,355,120700,1703,0.014109362054681027,Q1
forged__30914,30914,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30914.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30914.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30914.npy,train,1200,1600,1920000,1938,0.001009375,Q1
forged__30923,30923,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30923.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30923.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30923.npy,train,1912,2568,4910016,20408,0.004156401934331783,Q3
forged__30931,30931,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30931.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30931.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30931.npy,train,1200,1600,1920000,4002,0.002084375,Q2
forged__30950,30950,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30950.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30950.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30950.npy,train,666,1000,666000,59946,0.090009009009009,Q4
forged__30996,30996,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/30996.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30996.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/30996.npy,train,2592,3888,10077696,554222,0.05499491153533506,Q4
forged__31086,31086,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31086.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31086.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31086.npy,train,287,1440,413280,48114,0.1164198606271777,Q4
forged__31089,31089,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31089.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31089.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31089.npy,train,589,1106,651434,112558,0.17278496363407497,Q4
forged__31098,31098,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31098.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31098.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31098.npy,train,256,256,65536,409,0.0062408447265625,Q1
forged__31156,31156,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31156.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31156.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31156.npy,train,1024,1024,1048576,9842,0.009386062622070312,Q3
forged__31168,31168,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31168.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31168.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31168.npy,train,256,256,65536,693,0.0105743408203125,Q1
forged__31186,31186,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31186.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31186.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31186.npy,train,360,360,129600,886,0.0068364197530864194,Q1
forged__31188,31188,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31188.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31188.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31188.npy,train,504,655,330120,25908,0.07848055252635405,Q3
forged__31232,31232,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31232.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31232.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31232.npy,train,256,320,81920,565,0.00689697265625,Q1
forged__31245,31245,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31245.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31245.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31245.npy,train,1867,920,1717640,16188,0.009424559279010735,Q3
forged__3125,3125,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/3125.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/3125.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/3125.npy,train,256,256,65536,218,0.003326416015625,Q1
forged__31301,31301,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31301.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31301.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31301.npy,train,213,367,78171,3238,0.04142201072008801,Q2
forged__31313,31313,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31313.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31313.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31313.npy,train,563,1917,1079271,84266,0.0780767758978051,Q4
forged__31329,31329,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31329.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31329.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31329.npy,train,571,390,222690,4914,0.022066549912434327,Q2
forged__31330,31330,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31330.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31330.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31330.npy,train,1200,1600,1920000,4938,0.002571875,Q2
forged__31405,31405,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31405.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31405.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31405.npy,train,98,790,77420,4998,0.06455696202531645,Q2
forged__31425,31425,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31425.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31425.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31425.npy,train,3888,2592,10077696,1153092,0.11442020080780368,Q4
forged__31465,31465,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31465.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31465.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31465.npy,train,1200,1600,1920000,41822,0.021782291666666665,Q4
forged__31476,31476,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31476.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31476.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31476.npy,train,151,1660,250660,11956,0.04769807707651799,Q3
forged__31540,31540,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31540.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31540.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31540.npy,train,666,1000,666000,39986,0.06003903903903904,Q4
forged__3159,3159,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/3159.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/3159.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/3159.npy,train,666,1000,666000,80586,0.121,Q4
forged__3167,3167,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/3167.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/3167.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/3167.npy,train,666,1000,666000,148799,0.22342192192192192,Q4
forged__31803,31803,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31803.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31803.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31803.npy,train,1200,1600,1920000,10752,0.0056,Q3
forged__31812,31812,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31812.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31812.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31812.npy,train,1200,1600,1920000,3884,0.002022916666666667,Q2
forged__31826,31826,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31826.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31826.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31826.npy,train,666,1000,666000,24679,0.03705555555555556,Q3
forged__31864,31864,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31864.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31864.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31864.npy,train,666,1000,666000,54076,0.08119519519519519,Q4
forged__31891,31891,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31891.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31891.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31891.npy,train,123,612,75276,4506,0.05985971624422127,Q2
forged__31893,31893,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31893.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31893.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31893.npy,train,3888,2592,10077696,201595,0.02000407632855764,Q4
forged__31907,31907,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31907.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31907.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31907.npy,train,256,256,65536,139,0.0021209716796875,Q1
forged__3197,3197,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/3197.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/3197.npy|/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31979.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/3197.npy,train,2592,3888,10077696,850948,0.08443874472895392,Q4
forged__31979,31979,forged,1,1,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/forged/31979.png,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31979.npy,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_masks/31979.npy,train,666,1000,666000,80432,0.12076876876876877,Q4
