mask_file,mask_stem,mask_shape,mask_dtype,mask_min,mask_max,mask_unique_count,mask_unique_preview,nonzero_pixels,total_pixels,mask_area_ratio
39078.npy,39078,"(2, 360, 360)",uint8,0.0,1.0,2,"[0, 1]",7501,259200,0.028939043209876544
39097.npy,39097,"(83, 666)",uint8,0.0,1.0,2,"[0, 1]",9342,55278,0.16900032562683165
39099.npy,39099,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",268,65536,0.00408935546875
39113.npy,39113,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",70877,666000,0.10642192192192192
39156.npy,39156,"(187, 1676)",uint8,0.0,1.0,2,"[0, 1]",36330,313412,0.11591770576748817
39162.npy,39162,"(512, 669)",uint8,0.0,1.0,2,"[0, 1]",13552,342528,0.039564648729446934
39245.npy,39245,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",56852,666000,0.08536336336336336
39299.npy,39299,"(103, 691)",uint8,0.0,1.0,2,"[0, 1]",5758,71173,0.08090146544335633
3933.npy,3933,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",5996,1048576,0.005718231201171875
39338.npy,39338,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",9884,3840000,0.0025739583333333335
3934.npy,3934,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",739,65536,0.0112762451171875
39341.npy,39341,"(81, 418)",uint8,0.0,1.0,2,"[0, 1]",10204,33858,0.30137633646405576
39366.npy,39366,"(512, 732)",uint8,0.0,1.0,2,"[0, 1]",16596,374784,0.044281506147540985
39385.npy,39385,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",3526,1920000,0.0018364583333333334
39388.npy,39388,"(127, 719)",uint8,0.0,1.0,2,"[0, 1]",15412,91313,0.16878210112470293
39397.npy,39397,"(512, 699)",uint8,0.0,1.0,2,"[0, 1]",8656,357888,0.024186337625178828
39486.npy,39486,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",1242,1048576,0.0011844635009765625
39549.npy,39549,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",1026,262144,0.00391387939453125
39573.npy,39573,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",3806,129600,0.029367283950617284
39579.npy,39579,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",97386,1332000,0.0731126126126126
3958.npy,3958,"(311, 341)",uint8,0.0,1.0,2,"[0, 1]",2803,106051,0.02643067957869327
39620.npy,39620,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",78733,666000,0.11821771771771772
39625.npy,39625,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",514,131072,0.0039215087890625
39637.npy,39637,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",468661,10077696,0.04650477648859422
39638.npy,39638,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",380,131072,0.002899169921875
39702.npy,39702,"(2, 256, 320)",uint8,0.0,1.0,2,"[0, 1]",8856,163840,0.054052734375
39719.npy,39719,"(118, 568)",uint8,0.0,1.0,2,"[0, 1]",28280,67024,0.42193841012174743
39728.npy,39728,"(1024, 1280)",uint8,0.0,1.0,2,"[0, 1]",1336,1310720,0.001019287109375
39737.npy,39737,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",48616,666000,0.072996996996997
39740.npy,39740,"(106, 466)",uint8,0.0,1.0,2,"[0, 1]",2140,49396,0.04332334601992064
39795.npy,39795,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",60302,666000,0.09054354354354355
39831.npy,39831,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",457390,10077696,0.04538636609002693
39875.npy,39875,"(159, 137)",uint8,0.0,1.0,2,"[0, 1]",1067,21783,0.048983151999265485
39903.npy,39903,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",665,81920,0.00811767578125
3991.npy,3991,"(3, 586, 460)",uint8,0.0,1.0,2,"[0, 1]",4704,808680,0.0058168867784537765
39917.npy,39917,"(2, 2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",801822,20155392,0.03978200969745466
39921.npy,39921,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",5626,1920000,0.0029302083333333333
39944.npy,39944,"(328, 1022)",uint8,0.0,1.0,2,"[0, 1]",45326,335216,0.135214309579495
40000.npy,40000,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",678,65536,0.010345458984375
40009.npy,40009,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",14518,5760000,0.002520486111111111
40017.npy,40017,"(512, 572)",uint8,0.0,1.0,2,"[0, 1]",12597,292864,0.043013139204545456
40022.npy,40022,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",46223,666000,0.0694039039039039
40033.npy,40033,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",531908,10077696,0.052780714957069555
40072.npy,40072,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",11664,1920000,0.006075
4011.npy,4011,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",7085,3840000,0.0018450520833333333
40191.npy,40191,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",409,81920,0.00499267578125
40215.npy,40215,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",3415,1920000,0.0017786458333333333
4022.npy,4022,"(2, 256, 320)",uint8,0.0,1.0,2,"[0, 1]",1087,163840,0.006634521484375
40250.npy,40250,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",5754,1920000,0.002996875
40276.npy,40276,"(108, 715)",uint8,0.0,1.0,2,"[0, 1]",8712,77220,0.11282051282051282
40279.npy,40279,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",1302,1920000,0.000678125
4028.npy,4028,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",302,65536,0.004608154296875
40298.npy,40298,"(3, 658, 545)",uint8,0.0,1.0,2,"[0, 1]",2436,1075830,0.0022642982627366776
403.npy,403,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",62909,666000,0.09445795795795796
40303.npy,40303,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",2387,361920,0.006595380194518125
40315.npy,40315,"(560, 600)",uint8,0.0,1.0,2,"[0, 1]",2072,336000,0.006166666666666667
40325.npy,40325,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",4228,81920,0.051611328125
40349.npy,40349,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",229,65536,0.0034942626953125
40351.npy,40351,"(206, 715)",uint8,0.0,1.0,2,"[0, 1]",13442,147290,0.0912621359223301
40354.npy,40354,"(105, 541)",uint8,0.0,1.0,2,"[0, 1]",8818,56805,0.155232814012851
40364.npy,40364,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",350211,10077696,0.03475109786998933
40372.npy,40372,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",77199,4910016,0.01572275935557033
40373.npy,40373,"(183, 979)",uint8,0.0,1.0,2,"[0, 1]",42046,179157,0.23468801107408585
40398.npy,40398,"(3, 783, 915)",uint8,0.0,1.0,2,"[0, 1]",6319,2149335,0.0029399791098176876
40411.npy,40411,"(2, 256, 320)",uint8,0.0,1.0,2,"[0, 1]",6230,163840,0.03802490234375
4042.npy,4042,"(254, 600)",uint8,0.0,1.0,2,"[0, 1]",23328,152400,0.1530708661417323
40442.npy,40442,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",513,65536,0.0078277587890625
4045.npy,4045,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",411,131072,0.00313568115234375
40450.npy,40450,"(2, 512, 526)",uint8,0.0,1.0,2,"[0, 1]",14113,538624,0.02620195163973384
40478.npy,40478,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",1508,131072,0.011505126953125
40491.npy,40491,"(260, 347)",uint8,0.0,1.0,2,"[0, 1]",1550,90220,0.017180226113943695
40494.npy,40494,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",960,81920,0.01171875
40519.npy,40519,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",301,65536,0.0045928955078125
40532.npy,40532,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",85846,666000,0.1288978978978979
40559.npy,40559,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",70848,666000,0.10637837837837838
4057.npy,4057,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",145651,4910016,0.029664058121195533
40580.npy,40580,"(2, 360, 360)",uint8,0.0,1.0,2,"[0, 1]",5054,259200,0.019498456790123457
40582.npy,40582,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",5040,1048576,0.0048065185546875
40656.npy,40656,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",766,131072,0.0058441162109375
40678.npy,40678,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",620,131072,0.004730224609375
40684.npy,40684,"(169, 526)",uint8,0.0,1.0,2,"[0, 1]",11012,88894,0.12387787702207123
40718.npy,40718,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",1049,361920,0.0028984305923961096
40728.npy,40728,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",6337,3840000,0.0016502604166666666
40732.npy,40732,"(694, 824)",uint8,0.0,1.0,2,"[0, 1]",1967,571856,0.003439677121513108
40782.npy,40782,"(123, 370)",uint8,0.0,1.0,2,"[0, 1]",16644,45510,0.365721819380356
40803.npy,40803,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",105730,666000,0.15875375375375375
40823.npy,40823,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",52293,666000,0.07851801801801801
40828.npy,40828,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",32043,666000,0.04811261261261261
40834.npy,40834,"(3, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",2682,196608,0.013641357421875
40835.npy,40835,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",25830,4910016,0.00526067532162828
40859.npy,40859,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",12545,3840000,0.0032669270833333335
4087.npy,4087,"(2, 1731, 1772)",uint8,0.0,1.0,2,"[0, 1]",14525,6134664,0.002367692835337029
40919.npy,40919,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",822542,10077696,0.08162004489915155
40934.npy,40934,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",14314,3840000,0.003727604166666667
40938.npy,40938,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",984,131072,0.00750732421875
40949.npy,40949,"(2, 512, 650)",uint8,0.0,1.0,2,"[0, 1]",1273,665600,0.0019125600961538462
40960.npy,40960,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",2315,131072,0.01766204833984375
40974.npy,40974,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",4607,1048576,0.004393577575683594
40994.npy,40994,"(512, 514)",uint8,0.0,1.0,2,"[0, 1]",6105,263168,0.023198109192607005
41001.npy,41001,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",659,262144,0.002513885498046875
41011.npy,41011,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",10965,129600,0.08460648148148148
41017.npy,41017,"(3, 520, 696)",uint8,0.0,1.0,2,"[0, 1]",3676,1085760,0.0033856469201296786
41024.npy,41024,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",477715,10077696,0.0474031961273688
41037.npy,41037,"(2, 442, 204)",uint8,0.0,1.0,2,"[0, 1]",5106,180336,0.028313814213468194
41043.npy,41043,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",65902,666000,0.09895195195195196
41073.npy,41073,"(2, 360, 360)",uint8,0.0,1.0,2,"[0, 1]",7120,259200,0.027469135802469135
41079.npy,41079,"(2, 1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",6567,2097152,0.003131389617919922
41080.npy,41080,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",695690,10077696,0.06903264396941523
41081.npy,41081,"(909, 312)",uint8,0.0,1.0,2,"[0, 1]",18744,283608,0.06609122450706609
41090.npy,41090,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",51341,666000,0.0770885885885886
41125.npy,41125,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",143549,1332000,0.10776951951951952
41142.npy,41142,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",57233,4910016,0.01165637749449289
41171.npy,41171,"(131, 1265)",uint8,0.0,1.0,2,"[0, 1]",8991,165715,0.05425580062154905
41172.npy,41172,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",8954,1048576,0.008539199829101562
41201.npy,41201,"(2, 160, 543)",uint8,0.0,1.0,2,"[0, 1]",1357,173760,0.007809622467771639
41227.npy,41227,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",10344,3840000,0.00269375
41229.npy,41229,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",1428,65536,0.02178955078125
41255.npy,41255,"(3, 1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",9226,3145728,0.002932866414388021
41284.npy,41284,"(220, 259)",uint8,0.0,1.0,2,"[0, 1]",3943,56980,0.0691997191997192
4129.npy,4129,"(512, 629)",uint8,0.0,1.0,2,"[0, 1]",8763,322048,0.02721022953100159
41295.npy,41295,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",48900,666000,0.07342342342342342
41322.npy,41322,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",28412,4910016,0.005786539188467003
414.npy,414,"(222, 368)",uint8,0.0,1.0,2,"[0, 1]",9314,81696,0.11400802976889933
41406.npy,41406,"(2, 493, 545)",uint8,0.0,1.0,2,"[0, 1]",10820,537370,0.020135102443381656
41462.npy,41462,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",7839,3840000,0.00204140625
41484.npy,41484,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",2460,65536,0.03753662109375
41499.npy,41499,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",266498,10077696,0.026444338070924146
41517.npy,41517,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",61025,666000,0.09162912912912913
41553.npy,41553,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",38326,4910016,0.007805677211642488
41565.npy,41565,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",25124,4910016,0.005116887602810255
41583.npy,41583,"(2, 512, 640)",uint8,0.0,1.0,2,"[0, 1]",3829,655360,0.00584259033203125
41585.npy,41585,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",4137,129600,0.031921296296296295
41600.npy,41600,"(512, 779)",uint8,0.0,1.0,2,"[0, 1]",6976,398848,0.017490372272143773
41618.npy,41618,"(2, 360, 360)",uint8,0.0,1.0,2,"[0, 1]",4542,259200,0.01752314814814815
41625.npy,41625,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",139,65536,0.0021209716796875
41629.npy,41629,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",255,65536,0.0038909912109375
41696.npy,41696,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",123558,666000,0.18552252252252252
41697.npy,41697,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",76043,4910016,0.015487322240905122
41702.npy,41702,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",229,81920,0.00279541015625
41719.npy,41719,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",4516,361920,0.01247789566755084
41726.npy,41726,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",3161,129600,0.024390432098765433
41816.npy,41816,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",383206,10077696,0.038025159719046894
41822.npy,41822,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",57588,4910016,0.011728678684550112
41830.npy,41830,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",422092,10077696,0.041883779784585684
41852.npy,41852,"(65, 391)",uint8,0.0,1.0,2,"[0, 1]",6906,25415,0.27172929372417864
41879.npy,41879,"(210, 1193)",uint8,0.0,1.0,2,"[0, 1]",25766,250530,0.10284596655091206
41886.npy,41886,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",254849,10077696,0.025288419098968652
41895.npy,41895,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",2696,1920000,0.0014041666666666666
41926.npy,41926,"(114, 731)",uint8,0.0,1.0,2,"[0, 1]",11442,83334,0.13730290157678737
41930.npy,41930,"(669, 309)",uint8,0.0,1.0,2,"[0, 1]",9822,206721,0.047513315047818076
420.npy,420,"(3, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",415,196608,0.0021107991536458335
42034.npy,42034,"(324, 1878)",uint8,0.0,1.0,2,"[0, 1]",41730,608472,0.06858162742081805
42035.npy,42035,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",477165,10077696,0.04734862016079866
42039.npy,42039,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",32447,262144,0.12377548217773438
42083.npy,42083,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",2112,1920000,0.0011
42097.npy,42097,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",33120,666000,0.04972972972972973
42118.npy,42118,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",152,65536,0.0023193359375
42121.npy,42121,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",10386,5760000,0.001803125
42187.npy,42187,"(2, 108, 715)",uint8,0.0,1.0,2,"[0, 1]",15000,154440,0.09712509712509712
422.npy,422,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",3766,361920,0.010405614500442086
42203.npy,42203,"(125, 518)",uint8,0.0,1.0,2,"[0, 1]",15680,64750,0.24216216216216216
4221.npy,4221,"(2, 1225, 1599)",uint8,0.0,1.0,2,"[0, 1]",5035,3917550,0.0012852420517925744
4222.npy,4222,"(513, 512)",uint8,0.0,1.0,2,"[0, 1]",49159,262656,0.18716115375243664
42246.npy,42246,"(2, 512, 555)",uint8,0.0,1.0,2,"[0, 1]",30210,568320,0.0531566722972973
42266.npy,42266,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",584,131072,0.00445556640625
42268.npy,42268,"(123, 570)",uint8,0.0,1.0,2,"[0, 1]",10053,70110,0.14338896020539152
42287.npy,42287,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",98,65536,0.001495361328125
42289.npy,42289,"(215, 816)",uint8,0.0,1.0,2,"[0, 1]",1153,175440,0.006572047423620611
42305.npy,42305,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",510,361920,0.0014091511936339522
42308.npy,42308,"(512, 598)",uint8,0.0,1.0,2,"[0, 1]",31545,306176,0.10302897679765886
42333.npy,42333,"(2, 479, 923)",uint8,0.0,1.0,2,"[0, 1]",1389,884234,0.0015708511547848194
42340.npy,42340,"(3, 512, 779)",uint8,0.0,1.0,2,"[0, 1]",31012,1196544,0.025917977107402655
42385.npy,42385,"(107, 1411)",uint8,0.0,1.0,2,"[0, 1]",11826,150977,0.07832981182564232
42391.npy,42391,"(2, 479, 923)",uint8,0.0,1.0,2,"[0, 1]",3746,884234,0.00423643515178109
42419.npy,42419,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",5706,129600,0.04402777777777778
42427.npy,42427,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",12112,3840000,0.0031541666666666667
42443.npy,42443,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",3732,1920000,0.00194375
42461.npy,42461,"(95, 620)",uint8,0.0,1.0,2,"[0, 1]",4386,58900,0.07446519524617996
42498.npy,42498,"(2, 512, 517)",uint8,0.0,1.0,2,"[0, 1]",22618,529408,0.04272319269825919
42512.npy,42512,"(3, 512, 512)",uint8,0.0,1.0,2,"[0, 1]",1903,786432,0.0024197896321614585
42528.npy,42528,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",909,131072,0.00693511962890625
42630.npy,42630,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",323,65536,0.0049285888671875
42632.npy,42632,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",68024,666000,0.10213813813813814
42641.npy,42641,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",5945,129600,0.04587191358024691
42698.npy,42698,"(125, 1267)",uint8,0.0,1.0,2,"[0, 1]",10666,158375,0.06734648776637726
427.npy,427,"(94, 366)",uint8,0.0,1.0,2,"[0, 1]",5418,34404,0.1574816881757935
42735.npy,42735,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",9477,1920000,0.0049359375
42742.npy,42742,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",461,131072,0.00351715087890625
42757.npy,42757,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",2346,262144,0.00894927978515625
42776.npy,42776,"(2, 375, 364)",uint8,0.0,1.0,2,"[0, 1]",1298,273000,0.004754578754578754
42801.npy,42801,"(97, 620)",uint8,0.0,1.0,2,"[0, 1]",6590,60140,0.10957765214499501
42827.npy,42827,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",70255,666000,0.10548798798798799
42832.npy,42832,"(1001, 124)",uint8,0.0,1.0,2,"[0, 1]",941,124124,0.007581128548870484
42834.npy,42834,"(2, 763, 756)",uint8,0.0,1.0,2,"[0, 1]",8721,1153656,0.007559445796667291
42886.npy,42886,"(158, 899)",uint8,0.0,1.0,2,"[0, 1]",64367,142042,0.45315470072232156
42916.npy,42916,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",84851,666000,0.1274039039039039
42983.npy,42983,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",105568,1332000,0.07925525525525526
43085.npy,43085,"(647, 1355)",uint8,0.0,1.0,2,"[0, 1]",54924,876685,0.06264964040675955
43093.npy,43093,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",75682,1332000,0.056818318318318316
43106.npy,43106,"(1024, 1280)",uint8,0.0,1.0,2,"[0, 1]",4348,1310720,0.0033172607421875
43120.npy,43120,"(1005, 431)",uint8,0.0,1.0,2,"[0, 1]",6174,433155,0.014253558195103369
43128.npy,43128,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",47620,666000,0.0715015015015015
43142.npy,43142,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",4153,129600,0.032044753086419756
43161.npy,43161,"(2, 512, 535)",uint8,0.0,1.0,2,"[0, 1]",2413,547840,0.004404570677570094
43168.npy,43168,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",1716,65536,0.02618408203125
4318.npy,4318,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",1336,65536,0.0203857421875
43193.npy,43193,"(3, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",2656,196608,0.013509114583333334
4321.npy,4321,"(357, 981)",uint8,0.0,1.0,2,"[0, 1]",36398,350217,0.1039298492077769
43222.npy,43222,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",4250,129600,0.03279320987654321
4326.npy,4326,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",4683,129600,0.03613425925925926
43269.npy,43269,"(512, 514)",uint8,0.0,1.0,2,"[0, 1]",29258,263168,0.11117613083657588
43270.npy,43270,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",58445,666000,0.08775525525525525
43285.npy,43285,"(64, 814)",uint8,0.0,1.0,2,"[0, 1]",3058,52096,0.05869932432432432
43300.npy,43300,"(512, 558)",uint8,0.0,1.0,2,"[0, 1]",27253,285696,0.09539160506272401
43301.npy,43301,"(91, 593)",uint8,0.0,1.0,2,"[0, 1]",13416,53963,0.24861479161647795
43324.npy,43324,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",86271,666000,0.12953603603603603
43340.npy,43340,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",204,65536,0.00311279296875
43368.npy,43368,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",441,81920,0.00538330078125
43391.npy,43391,"(2, 256, 320)",uint8,0.0,1.0,2,"[0, 1]",2087,163840,0.012738037109375
43459.npy,43459,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",675,81920,0.00823974609375
43582.npy,43582,"(512, 730)",uint8,0.0,1.0,2,"[0, 1]",7590,373760,0.02030714897260274
43589.npy,43589,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",70823,1332000,0.053170420420420424
43610.npy,43610,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",5670,1920000,0.002953125
43623.npy,43623,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",5001,3840000,0.00130234375
43659.npy,43659,"(185, 943)",uint8,0.0,1.0,2,"[0, 1]",21918,174455,0.12563698374939097
43660.npy,43660,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",112337,666000,0.16867417417417419
43703.npy,43703,"(573, 355)",uint8,0.0,1.0,2,"[0, 1]",9720,203415,0.04778408671926849
4371.npy,4371,"(379, 506)",uint8,0.0,1.0,2,"[0, 1]",31873,191774,0.16620084057275752
43712.npy,43712,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",271773,4910016,0.05535073612794744
43726.npy,43726,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",25144,262144,0.095916748046875
43760.npy,43760,"(2, 512, 779)",uint8,0.0,1.0,2,"[0, 1]",941,797696,0.0011796473844672658
43787.npy,43787,"(2, 1024, 1280)",uint8,0.0,1.0,2,"[0, 1]",1966,2621440,0.000749969482421875
43810.npy,43810,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",16235,3840000,0.0042278645833333335
43831.npy,43831,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",101423,1332000,0.07614339339339339
43839.npy,43839,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",15469,3840000,0.004028385416666667
43850.npy,43850,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",5811,361920,0.01605603448275862
43877.npy,43877,"(2, 520, 696)",uint8,0.0,1.0,2,"[0, 1]",12127,723840,0.016753702475685233
43915.npy,43915,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",1675,81920,0.02044677734375
43955.npy,43955,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",245,81920,0.00299072265625
43986.npy,43986,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",414366,10077696,0.041117136297820454
43994.npy,43994,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",112428,1332000,0.0844054054054054
44000.npy,44000,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",859,81920,0.01048583984375
44020.npy,44020,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",670,81920,0.0081787109375
44040.npy,44040,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",4401,1920000,0.0022921875
44074.npy,44074,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",215,65536,0.0032806396484375
44122.npy,44122,"(2, 360, 360)",uint8,0.0,1.0,2,"[0, 1]",10563,259200,0.04075231481481482
44157.npy,44157,"(2, 1087, 878)",uint8,0.0,1.0,2,"[0, 1]",4094,1908772,0.0021448344799693208
44171.npy,44171,"(361, 448)",uint8,0.0,1.0,2,"[0, 1]",8832,161728,0.054610209734863475
44187.npy,44187,"(2, 447, 795)",uint8,0.0,1.0,2,"[0, 1]",1165,710730,0.0016391597371716404
44208.npy,44208,"(158, 630)",uint8,0.0,1.0,2,"[0, 1]",17490,99540,0.175708257986739
44212.npy,44212,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",330375,10077696,0.03278279082837982
