image_file,mask_file,image_shape,mask_shape,image_hw,mask_hw,same_hw,status
39875.png,39875.npy,"(159, 137, 3)","(1, 159, 137)","(159, 137)","(159, 137)",True,ok
39903.png,39903.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
3991.png,3991.npy,"(586, 460, 3)","(3, 586, 460)","(586, 460)","(3, 586)",False,shape_mismatch
39917.png,39917.npy,"(2592, 3888, 3)","(2, 2592, 3888)","(2592, 3888)","(2, 2592)",False,shape_mismatch
39921.png,39921.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
39944.png,39944.npy,"(328, 1022, 3)","(1, 328, 1022)","(328, 1022)","(328, 1022)",True,ok
40000.png,40000.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
40009.png,40009.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
40017.png,40017.npy,"(512, 572, 3)","(1, 512, 572)","(512, 572)","(512, 572)",True,ok
40022.png,40022.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
40033.png,40033.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
40072.png,40072.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
4011.png,4011.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
40191.png,40191.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
40215.png,40215.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
4022.png,4022.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
40250.png,40250.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
40276.png,40276.npy,"(108, 715, 3)","(1, 108, 715)","(108, 715)","(108, 715)",True,ok
40279.png,40279.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
4028.png,4028.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
40298.png,40298.npy,"(658, 545, 3)","(3, 658, 545)","(658, 545)","(3, 658)",False,shape_mismatch
403.png,403.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
40303.png,40303.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
40315.png,40315.npy,"(560, 600, 3)","(1, 560, 600)","(560, 600)","(560, 600)",True,ok
40325.png,40325.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
40349.png,40349.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
40351.png,40351.npy,"(206, 715, 3)","(1, 206, 715)","(206, 715)","(206, 715)",True,ok
40354.png,40354.npy,"(105, 541, 3)","(1, 105, 541)","(105, 541)","(105, 541)",True,ok
40364.png,40364.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
40372.png,40372.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
40373.png,40373.npy,"(183, 979, 3)","(1, 183, 979)","(183, 979)","(183, 979)",True,ok
40398.png,40398.npy,"(783, 915, 3)","(3, 783, 915)","(783, 915)","(3, 783)",False,shape_mismatch
40411.png,40411.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
4042.png,4042.npy,"(254, 600, 3)","(1, 254, 600)","(254, 600)","(254, 600)",True,ok
40442.png,40442.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
4045.png,4045.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
40450.png,40450.npy,"(512, 526, 3)","(2, 512, 526)","(512, 526)","(2, 512)",False,shape_mismatch
40478.png,40478.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
40491.png,40491.npy,"(260, 347, 4)","(1, 260, 347)","(260, 347)","(260, 347)",True,ok
40494.png,40494.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
40519.png,40519.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
40532.png,40532.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
40559.png,40559.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
4057.png,4057.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
40580.png,40580.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
40582.png,40582.npy,"(1024, 1024, 3)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
40656.png,40656.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
40678.png,40678.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
40684.png,40684.npy,"(169, 526, 3)","(1, 169, 526)","(169, 526)","(169, 526)",True,ok
40718.png,40718.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
40728.png,40728.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
40732.png,40732.npy,"(694, 824, 3)","(1, 694, 824)","(694, 824)","(694, 824)",True,ok
40782.png,40782.npy,"(123, 370, 3)","(1, 123, 370)","(123, 370)","(123, 370)",True,ok
40803.png,40803.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
40823.png,40823.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
40828.png,40828.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
40834.png,40834.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
40835.png,40835.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
40859.png,40859.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
4087.png,4087.npy,"(1731, 1772, 3)","(2, 1731, 1772)","(1731, 1772)","(2, 1731)",False,shape_mismatch
40919.png,40919.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
40934.png,40934.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
40938.png,40938.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
40949.png,40949.npy,"(512, 650, 3)","(2, 512, 650)","(512, 650)","(2, 512)",False,shape_mismatch
40960.png,40960.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
40974.png,40974.npy,"(1024, 1024, 3)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
40994.png,40994.npy,"(512, 514, 3)","(1, 512, 514)","(512, 514)","(512, 514)",True,ok
41001.png,41001.npy,"(512, 512, 4)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
41011.png,41011.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
41017.png,41017.npy,"(520, 696, 3)","(3, 520, 696)","(520, 696)","(3, 520)",False,shape_mismatch
41024.png,41024.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
41037.png,41037.npy,"(442, 204, 3)","(2, 442, 204)","(442, 204)","(2, 442)",False,shape_mismatch
41043.png,41043.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
41073.png,41073.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
41079.png,41079.npy,"(1024, 1024)","(2, 1024, 1024)","(1024, 1024)","(2, 1024)",False,shape_mismatch
41080.png,41080.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
41081.png,41081.npy,"(909, 312, 3)","(1, 909, 312)","(909, 312)","(909, 312)",True,ok
41090.png,41090.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
41125.png,41125.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
41142.png,41142.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
41171.png,41171.npy,"(131, 1265, 3)","(1, 131, 1265)","(131, 1265)","(131, 1265)",True,ok
41172.png,41172.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
41201.png,41201.npy,"(160, 543, 3)","(2, 160, 543)","(160, 543)","(2, 160)",False,shape_mismatch
41227.png,41227.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
41229.png,41229.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
41255.png,41255.npy,"(1024, 1024, 3)","(3, 1024, 1024)","(1024, 1024)","(3, 1024)",False,shape_mismatch
41284.png,41284.npy,"(220, 259, 3)","(1, 220, 259)","(220, 259)","(220, 259)",True,ok
4129.png,4129.npy,"(512, 629, 3)","(1, 512, 629)","(512, 629)","(512, 629)",True,ok
41295.png,41295.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
41322.png,41322.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
414.png,414.npy,"(222, 368, 3)","(1, 222, 368)","(222, 368)","(222, 368)",True,ok
41406.png,41406.npy,"(493, 545, 3)","(2, 493, 545)","(493, 545)","(2, 493)",False,shape_mismatch
41462.png,41462.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
41484.png,41484.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
41499.png,41499.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
41517.png,41517.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
41553.png,41553.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
41565.png,41565.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
41583.png,41583.npy,"(512, 640, 4)","(2, 512, 640)","(512, 640)","(2, 512)",False,shape_mismatch
41585.png,41585.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
41600.png,41600.npy,"(512, 779, 3)","(1, 512, 779)","(512, 779)","(512, 779)",True,ok
41618.png,41618.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
41625.png,41625.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
41629.png,41629.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
41696.png,41696.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
41697.png,41697.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
41702.png,41702.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
41719.png,41719.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
41726.png,41726.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
41816.png,41816.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
41822.png,41822.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
41830.png,41830.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
41852.png,41852.npy,"(65, 391, 3)","(1, 65, 391)","(65, 391)","(65, 391)",True,ok
41879.png,41879.npy,"(210, 1193, 3)","(1, 210, 1193)","(210, 1193)","(210, 1193)",True,ok
41886.png,41886.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
41895.png,41895.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
41926.png,41926.npy,"(114, 731, 3)","(1, 114, 731)","(114, 731)","(114, 731)",True,ok
41930.png,41930.npy,"(669, 309, 3)","(1, 669, 309)","(669, 309)","(669, 309)",True,ok
420.png,420.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
42034.png,42034.npy,"(324, 1878, 3)","(1, 324, 1878)","(324, 1878)","(324, 1878)",True,ok
42035.png,42035.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
42039.png,42039.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
42083.png,42083.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
42097.png,42097.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
42118.png,42118.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
42121.png,42121.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
42187.png,42187.npy,"(108, 715, 3)","(2, 108, 715)","(108, 715)","(2, 108)",False,shape_mismatch
422.png,422.npy,"(520, 696, 4)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
42203.png,42203.npy,"(125, 518, 3)","(1, 125, 518)","(125, 518)","(125, 518)",True,ok
4221.png,4221.npy,"(1225, 1599, 3)","(2, 1225, 1599)","(1225, 1599)","(2, 1225)",False,shape_mismatch
4222.png,4222.npy,"(513, 512, 3)","(1, 513, 512)","(513, 512)","(513, 512)",True,ok
42246.png,42246.npy,"(512, 555, 3)","(2, 512, 555)","(512, 555)","(2, 512)",False,shape_mismatch
42266.png,42266.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
42268.png,42268.npy,"(123, 570, 3)","(1, 123, 570)","(123, 570)","(123, 570)",True,ok
42287.png,42287.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
42289.png,42289.npy,"(215, 816, 3)","(1, 215, 816)","(215, 816)","(215, 816)",True,ok
42305.png,42305.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
42308.png,42308.npy,"(512, 598, 3)","(1, 512, 598)","(512, 598)","(512, 598)",True,ok
42333.png,42333.npy,"(479, 923, 3)","(2, 479, 923)","(479, 923)","(2, 479)",False,shape_mismatch
42340.png,42340.npy,"(512, 779, 3)","(3, 512, 779)","(512, 779)","(3, 512)",False,shape_mismatch
42385.png,42385.npy,"(107, 1411, 3)","(1, 107, 1411)","(107, 1411)","(107, 1411)",True,ok
42391.png,42391.npy,"(479, 923, 3)","(2, 479, 923)","(479, 923)","(2, 479)",False,shape_mismatch
42419.png,42419.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
42427.png,42427.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
42443.png,42443.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
42461.png,42461.npy,"(95, 620, 3)","(1, 95, 620)","(95, 620)","(95, 620)",True,ok
42498.png,42498.npy,"(512, 517, 3)","(2, 512, 517)","(512, 517)","(2, 512)",False,shape_mismatch
42512.png,42512.npy,"(512, 512, 4)","(3, 512, 512)","(512, 512)","(3, 512)",False,shape_mismatch
42528.png,42528.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
42630.png,42630.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
42632.png,42632.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
42641.png,42641.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
42698.png,42698.npy,"(125, 1267, 3)","(1, 125, 1267)","(125, 1267)","(125, 1267)",True,ok
427.png,427.npy,"(94, 366, 3)","(1, 94, 366)","(94, 366)","(94, 366)",True,ok
42735.png,42735.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
42742.png,42742.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
42757.png,42757.npy,"(512, 512)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
42776.png,42776.npy,"(375, 364, 3)","(2, 375, 364)","(375, 364)","(2, 375)",False,shape_mismatch
42801.png,42801.npy,"(97, 620, 3)","(1, 97, 620)","(97, 620)","(97, 620)",True,ok
42827.png,42827.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
42832.png,42832.npy,"(1001, 124, 3)","(1, 1001, 124)","(1001, 124)","(1001, 124)",True,ok
42834.png,42834.npy,"(763, 756, 3)","(2, 763, 756)","(763, 756)","(2, 763)",False,shape_mismatch
42886.png,42886.npy,"(158, 899, 3)","(1, 158, 899)","(158, 899)","(158, 899)",True,ok
42916.png,42916.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
42983.png,42983.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
43085.png,43085.npy,"(647, 1355, 3)","(1, 647, 1355)","(647, 1355)","(647, 1355)",True,ok
43093.png,43093.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
43106.png,43106.npy,"(1024, 1280, 3)","(1, 1024, 1280)","(1024, 1280)","(1024, 1280)",True,ok
43120.png,43120.npy,"(1005, 431, 3)","(1, 1005, 431)","(1005, 431)","(1005, 431)",True,ok
43128.png,43128.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
43142.png,43142.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
43161.png,43161.npy,"(512, 535, 3)","(2, 512, 535)","(512, 535)","(2, 512)",False,shape_mismatch
43168.png,43168.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
4318.png,4318.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
43193.png,43193.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
4321.png,4321.npy,"(357, 981, 3)","(1, 357, 981)","(357, 981)","(357, 981)",True,ok
43222.png,43222.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
4326.png,4326.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
43269.png,43269.npy,"(512, 514, 3)","(1, 512, 514)","(512, 514)","(512, 514)",True,ok
43270.png,43270.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
43285.png,43285.npy,"(64, 814, 3)","(1, 64, 814)","(64, 814)","(64, 814)",True,ok
43300.png,43300.npy,"(512, 558, 3)","(1, 512, 558)","(512, 558)","(512, 558)",True,ok
43301.png,43301.npy,"(91, 593, 3)","(1, 91, 593)","(91, 593)","(91, 593)",True,ok
43324.png,43324.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
43340.png,43340.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
43368.png,43368.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
43391.png,43391.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
43459.png,43459.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
43582.png,43582.npy,"(512, 730, 3)","(1, 512, 730)","(512, 730)","(512, 730)",True,ok
43589.png,43589.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
43610.png,43610.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
43623.png,43623.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
43659.png,43659.npy,"(185, 943, 3)","(1, 185, 943)","(185, 943)","(185, 943)",True,ok
43660.png,43660.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
43703.png,43703.npy,"(573, 355, 3)","(1, 573, 355)","(573, 355)","(573, 355)",True,ok
4371.png,4371.npy,"(379, 506, 3)","(1, 379, 506)","(379, 506)","(379, 506)",True,ok
43712.png,43712.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
43726.png,43726.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
43760.png,43760.npy,"(512, 779, 3)","(2, 512, 779)","(512, 779)","(2, 512)",False,shape_mismatch
43787.png,43787.npy,"(1024, 1280, 3)","(2, 1024, 1280)","(1024, 1280)","(2, 1024)",False,shape_mismatch
43810.png,43810.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
43831.png,43831.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
43839.png,43839.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
43850.png,43850.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
43877.png,43877.npy,"(520, 696, 4)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
43915.png,43915.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
43955.png,43955.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
43986.png,43986.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
43994.png,43994.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
44000.png,44000.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
44020.png,44020.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
44040.png,44040.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
44074.png,44074.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
44122.png,44122.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
44157.png,44157.npy,"(1087, 878, 3)","(2, 1087, 878)","(1087, 878)","(2, 1087)",False,shape_mismatch
44171.png,44171.npy,"(361, 448, 3)","(1, 361, 448)","(361, 448)","(361, 448)",True,ok
44187.png,44187.npy,"(447, 795, 3)","(2, 447, 795)","(447, 795)","(2, 447)",False,shape_mismatch
44208.png,44208.npy,"(158, 630, 3)","(1, 158, 630)","(158, 630)","(158, 630)",True,ok
44212.png,44212.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
44231.png,44231.npy,"(310, 610, 3)","(1, 310, 610)","(310, 610)","(310, 610)",True,ok
44236.png,44236.npy,"(143, 883, 3)","(1, 143, 883)","(143, 883)","(143, 883)",True,ok
44267.png,44267.npy,"(110, 884, 3)","(1, 110, 884)","(110, 884)","(110, 884)",True,ok
44291.png,44291.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
44298.png,44298.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
44309.png,44309.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
44311.png,44311.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
44347.png,44347.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
44387.png,44387.npy,"(179, 2415, 3)","(1, 179, 2415)","(179, 2415)","(179, 2415)",True,ok
44399.png,44399.npy,"(85, 483, 3)","(1, 85, 483)","(85, 483)","(85, 483)",True,ok
44408.png,44408.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
44409.png,44409.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
44420.png,44420.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
44426.png,44426.npy,"(137, 847, 3)","(1, 137, 847)","(137, 847)","(137, 847)",True,ok
44475.png,44475.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
44554.png,44554.npy,"(96, 556, 3)","(1, 96, 556)","(96, 556)","(96, 556)",True,ok
44555.png,44555.npy,"(311, 706, 3)","(1, 311, 706)","(311, 706)","(311, 706)",True,ok
44575.png,44575.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
4460.png,4460.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
44600.png,44600.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
44606.png,44606.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
44622.png,44622.npy,"(167, 538, 3)","(1, 167, 538)","(167, 538)","(167, 538)",True,ok
44640.png,44640.npy,"(112, 401, 3)","(1, 112, 401)","(112, 401)","(112, 401)",True,ok
44648.png,44648.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
44652.png,44652.npy,"(512, 512)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
44656.png,44656.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
44666.png,44666.npy,"(137, 502, 3)","(1, 137, 502)","(137, 502)","(137, 502)",True,ok
44701.png,44701.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
44749.png,44749.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
44750.png,44750.npy,"(902, 1220, 3)","(2, 902, 1220)","(902, 1220)","(2, 902)",False,shape_mismatch
44751.png,44751.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
44778.png,44778.npy,"(76, 393, 3)","(1, 76, 393)","(76, 393)","(76, 393)",True,ok
44800.png,44800.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
4481.png,4481.npy,"(165, 1399, 3)","(2, 165, 1399)","(165, 1399)","(2, 165)",False,shape_mismatch
44821.png,44821.npy,"(1024, 1280, 3)","(1, 1024, 1280)","(1024, 1280)","(1024, 1280)",True,ok
