image_id,n_samples,n_classes,classes
5234,2,2,"authentic,forged"
52385,2,2,"authentic,forged"
52396,2,2,"authentic,forged"
5250,2,2,"authentic,forged"
52521,2,2,"authentic,forged"
52524,2,2,"authentic,forged"
52559,2,2,"authentic,forged"
52590,2,2,"authentic,forged"
52639,2,2,"authentic,forged"
52644,2,2,"authentic,forged"
52666,2,2,"authentic,forged"
52678,2,2,"authentic,forged"
5270,2,2,"authentic,forged"
52737,2,2,"authentic,forged"
52747,2,2,"authentic,forged"
5279,2,2,"authentic,forged"
52798,2,2,"authentic,forged"
52848,2,2,"authentic,forged"
52864,2,2,"authentic,forged"
52877,2,2,"authentic,forged"
52927,2,2,"authentic,forged"
52991,2,2,"authentic,forged"
52999,2,2,"authentic,forged"
53028,2,2,"authentic,forged"
53118,2,2,"authentic,forged"
5312,2,2,"authentic,forged"
53132,2,2,"authentic,forged"
53137,2,2,"authentic,forged"
53149,2,2,"authentic,forged"
53177,2,2,"authentic,forged"
53206,2,2,"authentic,forged"
53208,2,2,"authentic,forged"
53236,2,2,"authentic,forged"
53248,2,2,"authentic,forged"
53296,2,2,"authentic,forged"
53382,2,2,"authentic,forged"
53398,2,2,"authentic,forged"
53404,2,2,"authentic,forged"
53433,2,2,"authentic,forged"
53464,2,2,"authentic,forged"
53495,2,2,"authentic,forged"
5352,2,2,"authentic,forged"
53527,2,2,"authentic,forged"
53570,2,2,"authentic,forged"
53590,2,2,"authentic,forged"
53626,2,2,"authentic,forged"
53648,2,2,"authentic,forged"
53675,2,2,"authentic,forged"
53763,2,2,"authentic,forged"
53772,2,2,"authentic,forged"
53806,2,2,"authentic,forged"
5384,2,2,"authentic,forged"
5385,2,2,"authentic,forged"
53877,2,2,"authentic,forged"
53882,2,2,"authentic,forged"
53889,2,2,"authentic,forged"
53912,2,2,"authentic,forged"
53951,2,2,"authentic,forged"
53961,2,2,"authentic,forged"
53963,2,2,"authentic,forged"
53993,2,2,"authentic,forged"
54000,2,2,"authentic,forged"
54002,2,2,"authentic,forged"
54003,2,2,"authentic,forged"
54019,2,2,"authentic,forged"
54076,2,2,"authentic,forged"
5410,2,2,"authentic,forged"
54150,2,2,"authentic,forged"
54152,2,2,"authentic,forged"
5417,2,2,"authentic,forged"
54268,2,2,"authentic,forged"
54274,2,2,"authentic,forged"
54309,2,2,"authentic,forged"
54397,2,2,"authentic,forged"
54439,2,2,"authentic,forged"
54475,2,2,"authentic,forged"
54527,2,2,"authentic,forged"
54543,2,2,"authentic,forged"
54544,2,2,"authentic,forged"
54545,2,2,"authentic,forged"
54553,2,2,"authentic,forged"
54573,2,2,"authentic,forged"
5462,2,2,"authentic,forged"
54636,2,2,"authentic,forged"
54689,2,2,"authentic,forged"
54710,2,2,"authentic,forged"
54737,2,2,"authentic,forged"
54790,2,2,"authentic,forged"
54847,2,2,"authentic,forged"
54849,2,2,"authentic,forged"
54880,2,2,"authentic,forged"
54922,2,2,"authentic,forged"
5494,2,2,"authentic,forged"
54942,2,2,"authentic,forged"
54945,2,2,"authentic,forged"
54974,2,2,"authentic,forged"
54998,2,2,"authentic,forged"
55005,2,2,"authentic,forged"
55025,2,2,"authentic,forged"
55030,2,2,"authentic,forged"
55031,2,2,"authentic,forged"
55037,2,2,"authentic,forged"
5506,2,2,"authentic,forged"
55072,2,2,"authentic,forged"
55079,2,2,"authentic,forged"
55112,2,2,"authentic,forged"
55156,2,2,"authentic,forged"
55175,2,2,"authentic,forged"
55226,2,2,"authentic,forged"
55232,2,2,"authentic,forged"
55247,2,2,"authentic,forged"
55249,2,2,"authentic,forged"
55291,2,2,"authentic,forged"
55300,2,2,"authentic,forged"
55317,2,2,"authentic,forged"
55380,2,2,"authentic,forged"
55490,2,2,"authentic,forged"
55494,2,2,"authentic,forged"
55497,2,2,"authentic,forged"
55536,2,2,"authentic,forged"
55541,2,2,"authentic,forged"
55585,2,2,"authentic,forged"
55600,2,2,"authentic,forged"
55650,2,2,"authentic,forged"
55651,2,2,"authentic,forged"
55655,2,2,"authentic,forged"
55667,2,2,"authentic,forged"
55674,2,2,"authentic,forged"
55684,2,2,"authentic,forged"
55695,2,2,"authentic,forged"
55712,2,2,"authentic,forged"
5573,2,2,"authentic,forged"
55766,2,2,"authentic,forged"
55790,2,2,"authentic,forged"
55806,2,2,"authentic,forged"
55816,2,2,"authentic,forged"
55818,2,2,"authentic,forged"
55931,2,2,"authentic,forged"
56002,2,2,"authentic,forged"
5602,2,2,"authentic,forged"
56052,2,2,"authentic,forged"
56106,2,2,"authentic,forged"
56127,2,2,"authentic,forged"
56145,2,2,"authentic,forged"
56173,2,2,"authentic,forged"
56181,2,2,"authentic,forged"
56232,2,2,"authentic,forged"
5626,2,2,"authentic,forged"
56264,2,2,"authentic,forged"
56269,2,2,"authentic,forged"
56297,2,2,"authentic,forged"
56311,2,2,"authentic,forged"
56339,2,2,"authentic,forged"
56376,2,2,"authentic,forged"
56390,2,2,"authentic,forged"
56402,2,2,"authentic,forged"
56443,2,2,"authentic,forged"
56452,2,2,"authentic,forged"
56472,2,2,"authentic,forged"
56515,2,2,"authentic,forged"
56544,2,2,"authentic,forged"
56549,2,2,"authentic,forged"
56563,2,2,"authentic,forged"
56589,2,2,"authentic,forged"
56623,2,2,"authentic,forged"
56723,2,2,"authentic,forged"
5675,2,2,"authentic,forged"
56771,2,2,"authentic,forged"
56778,2,2,"authentic,forged"
56787,2,2,"authentic,forged"
56793,2,2,"authentic,forged"
568,2,2,"authentic,forged"
56838,2,2,"authentic,forged"
56839,2,2,"authentic,forged"
56859,2,2,"authentic,forged"
569,2,2,"authentic,forged"
56903,2,2,"authentic,forged"
56964,2,2,"authentic,forged"
56992,2,2,"authentic,forged"
56994,2,2,"authentic,forged"
56997,2,2,"authentic,forged"
57,2,2,"authentic,forged"
57011,2,2,"authentic,forged"
57066,2,2,"authentic,forged"
57076,2,2,"authentic,forged"
57078,2,2,"authentic,forged"
57085,2,2,"authentic,forged"
57143,2,2,"authentic,forged"
57172,2,2,"authentic,forged"
57239,2,2,"authentic,forged"
57262,2,2,"authentic,forged"
57317,2,2,"authentic,forged"
57324,2,2,"authentic,forged"
57328,2,2,"authentic,forged"
5734,2,2,"authentic,forged"
57342,2,2,"authentic,forged"
57390,2,2,"authentic,forged"
57398,2,2,"authentic,forged"
57505,2,2,"authentic,forged"
57512,2,2,"authentic,forged"
5756,2,2,"authentic,forged"
57635,2,2,"authentic,forged"
57643,2,2,"authentic,forged"
57652,2,2,"authentic,forged"
57664,2,2,"authentic,forged"
5772,2,2,"authentic,forged"
57800,2,2,"authentic,forged"
57823,2,2,"authentic,forged"
57875,2,2,"authentic,forged"
57883,2,2,"authentic,forged"
57892,2,2,"authentic,forged"
5792,2,2,"authentic,forged"
57927,2,2,"authentic,forged"
57993,2,2,"authentic,forged"
58055,2,2,"authentic,forged"
58065,2,2,"authentic,forged"
5807,2,2,"authentic,forged"
58081,2,2,"authentic,forged"
58090,2,2,"authentic,forged"
58128,2,2,"authentic,forged"
58142,2,2,"authentic,forged"
58197,2,2,"authentic,forged"
58252,2,2,"authentic,forged"
58293,2,2,"authentic,forged"
58338,2,2,"authentic,forged"
58339,2,2,"authentic,forged"
58419,2,2,"authentic,forged"
58423,2,2,"authentic,forged"
58445,2,2,"authentic,forged"
58486,2,2,"authentic,forged"
58501,2,2,"authentic,forged"
58510,2,2,"authentic,forged"
58544,2,2,"authentic,forged"
58579,2,2,"authentic,forged"
58588,2,2,"authentic,forged"
5863,2,2,"authentic,forged"
58677,2,2,"authentic,forged"
58692,2,2,"authentic,forged"
58697,2,2,"authentic,forged"
58710,2,2,"authentic,forged"
58718,2,2,"authentic,forged"
58723,2,2,"authentic,forged"
58782,2,2,"authentic,forged"
58876,2,2,"authentic,forged"
58888,2,2,"authentic,forged"
58894,2,2,"authentic,forged"
58910,2,2,"authentic,forged"
58955,2,2,"authentic,forged"
58975,2,2,"authentic,forged"
59000,2,2,"authentic,forged"
59018,2,2,"authentic,forged"
59028,2,2,"authentic,forged"
59069,2,2,"authentic,forged"
59142,2,2,"authentic,forged"
59144,2,2,"authentic,forged"
59148,2,2,"authentic,forged"
5915,2,2,"authentic,forged"
59183,2,2,"authentic,forged"
59193,2,2,"authentic,forged"
59214,2,2,"authentic,forged"
59255,2,2,"authentic,forged"
59297,2,2,"authentic,forged"
59320,2,2,"authentic,forged"
59327,2,2,"authentic,forged"
5937,2,2,"authentic,forged"
59375,2,2,"authentic,forged"
59380,2,2,"authentic,forged"
59381,2,2,"authentic,forged"
5939,2,2,"authentic,forged"
59453,2,2,"authentic,forged"
59456,2,2,"authentic,forged"
59467,2,2,"authentic,forged"
59531,2,2,"authentic,forged"
59597,2,2,"authentic,forged"
59617,2,2,"authentic,forged"
59645,2,2,"authentic,forged"
59651,2,2,"authentic,forged"
59655,2,2,"authentic,forged"
59679,2,2,"authentic,forged"
59710,2,2,"authentic,forged"
59715,2,2,"authentic,forged"
598,2,2,"authentic,forged"
59840,2,2,"authentic,forged"
59856,2,2,"authentic,forged"
59910,2,2,"authentic,forged"
59919,2,2,"authentic,forged"
59951,2,2,"authentic,forged"
59969,2,2,"authentic,forged"
59991,2,2,"authentic,forged"
60033,2,2,"authentic,forged"
60046,2,2,"authentic,forged"
60057,2,2,"authentic,forged"
6006,2,2,"authentic,forged"
60075,2,2,"authentic,forged"
60076,2,2,"authentic,forged"
6011,2,2,"authentic,forged"
60113,2,2,"authentic,forged"
60122,2,2,"authentic,forged"
60154,2,2,"authentic,forged"
60193,2,2,"authentic,forged"
60195,2,2,"authentic,forged"
60233,2,2,"authentic,forged"
60244,2,2,"authentic,forged"
60265,2,2,"authentic,forged"
60269,2,2,"authentic,forged"
6030,2,2,"authentic,forged"
60323,2,2,"authentic,forged"
60327,2,2,"authentic,forged"
60340,2,2,"authentic,forged"
60378,2,2,"authentic,forged"
60399,2,2,"authentic,forged"
60408,2,2,"authentic,forged"
60434,2,2,"authentic,forged"
60457,2,2,"authentic,forged"
60501,2,2,"authentic,forged"
60527,2,2,"authentic,forged"
60539,2,2,"authentic,forged"
6060,2,2,"authentic,forged"
60687,2,2,"authentic,forged"
60701,2,2,"authentic,forged"
60705,2,2,"authentic,forged"
60760,2,2,"authentic,forged"
60829,2,2,"authentic,forged"
60867,2,2,"authentic,forged"
60927,2,2,"authentic,forged"
60947,2,2,"authentic,forged"
60954,2,2,"authentic,forged"
60986,2,2,"authentic,forged"
60993,2,2,"authentic,forged"
610,2,2,"authentic,forged"
61022,2,2,"authentic,forged"
6103,2,2,"authentic,forged"
61030,2,2,"authentic,forged"
61072,2,2,"authentic,forged"
61078,2,2,"authentic,forged"
6111,2,2,"authentic,forged"
61166,2,2,"authentic,forged"
6117,2,2,"authentic,forged"
61212,2,2,"authentic,forged"
61221,2,2,"authentic,forged"
61270,2,2,"authentic,forged"
61298,2,2,"authentic,forged"
6130,2,2,"authentic,forged"
61326,2,2,"authentic,forged"
61338,2,2,"authentic,forged"
61355,2,2,"authentic,forged"
61450,2,2,"authentic,forged"
61492,2,2,"authentic,forged"
61506,2,2,"authentic,forged"
61540,2,2,"authentic,forged"
61566,2,2,"authentic,forged"
6159,2,2,"authentic,forged"
61595,2,2,"authentic,forged"
6164,2,2,"authentic,forged"
61674,2,2,"authentic,forged"
61741,2,2,"authentic,forged"
61744,2,2,"authentic,forged"
61868,2,2,"authentic,forged"
6187,2,2,"authentic,forged"
61883,2,2,"authentic,forged"
6190,2,2,"authentic,forged"
61903,2,2,"authentic,forged"
61946,2,2,"authentic,forged"
61966,2,2,"authentic,forged"
61997,2,2,"authentic,forged"
62029,2,2,"authentic,forged"
62032,2,2,"authentic,forged"
62064,2,2,"authentic,forged"
62095,2,2,"authentic,forged"
6212,2,2,"authentic,forged"
62151,2,2,"authentic,forged"
62164,2,2,"authentic,forged"
62195,2,2,"authentic,forged"
62249,2,2,"authentic,forged"
62273,2,2,"authentic,forged"
62284,2,2,"authentic,forged"
62327,2,2,"authentic,forged"
62330,2,2,"authentic,forged"
62358,2,2,"authentic,forged"
62359,2,2,"authentic,forged"
62463,2,2,"authentic,forged"
62504,2,2,"authentic,forged"
62519,2,2,"authentic,forged"
62623,2,2,"authentic,forged"
62625,2,2,"authentic,forged"
62628,2,2,"authentic,forged"
62643,2,2,"authentic,forged"
6269,2,2,"authentic,forged"
62733,2,2,"authentic,forged"
62748,2,2,"authentic,forged"
62754,2,2,"authentic,forged"
62767,2,2,"authentic,forged"
62793,2,2,"authentic,forged"
62828,2,2,"authentic,forged"
62833,2,2,"authentic,forged"
62871,2,2,"authentic,forged"
62893,2,2,"authentic,forged"
6301,2,2,"authentic,forged"
63025,2,2,"authentic,forged"
63046,2,2,"authentic,forged"
6309,2,2,"authentic,forged"
63095,2,2,"authentic,forged"
63100,2,2,"authentic,forged"
63102,2,2,"authentic,forged"
63117,2,2,"authentic,forged"
63146,2,2,"authentic,forged"
63197,2,2,"authentic,forged"
63205,2,2,"authentic,forged"
63224,2,2,"authentic,forged"
63245,2,2,"authentic,forged"
63257,2,2,"authentic,forged"
63262,2,2,"authentic,forged"
63286,2,2,"authentic,forged"
633,2,2,"authentic,forged"
63306,2,2,"authentic,forged"
63348,2,2,"authentic,forged"
63350,2,2,"authentic,forged"
63355,2,2,"authentic,forged"
63357,2,2,"authentic,forged"
63371,2,2,"authentic,forged"
63397,2,2,"authentic,forged"
63425,2,2,"authentic,forged"
63427,2,2,"authentic,forged"
63456,2,2,"authentic,forged"
63531,2,2,"authentic,forged"
63547,2,2,"authentic,forged"
63654,2,2,"authentic,forged"
63687,2,2,"authentic,forged"
63689,2,2,"authentic,forged"
63694,2,2,"authentic,forged"
63707,2,2,"authentic,forged"
63713,2,2,"authentic,forged"
6372,2,2,"authentic,forged"
63757,2,2,"authentic,forged"
63793,2,2,"authentic,forged"
63798,2,2,"authentic,forged"
63834,2,2,"authentic,forged"
63839,2,2,"authentic,forged"
63871,2,2,"authentic,forged"
639,2,2,"authentic,forged"
63918,2,2,"authentic,forged"
63947,2,2,"authentic,forged"
63968,2,2,"authentic,forged"
64006,2,2,"authentic,forged"
64026,2,2,"authentic,forged"
6406,2,2,"authentic,forged"
6407,2,2,"authentic,forged"
64084,2,2,"authentic,forged"
64116,2,2,"authentic,forged"
64120,2,2,"authentic,forged"
64128,2,2,"authentic,forged"
64134,2,2,"authentic,forged"
64165,2,2,"authentic,forged"
64173,2,2,"authentic,forged"
6419,2,2,"authentic,forged"
64194,2,2,"authentic,forged"
64216,2,2,"authentic,forged"
64233,2,2,"authentic,forged"
64239,2,2,"authentic,forged"
64245,2,2,"authentic,forged"
64268,2,2,"authentic,forged"
64280,2,2,"authentic,forged"
64285,2,2,"authentic,forged"
64289,2,2,"authentic,forged"
6432,2,2,"authentic,forged"
64332,2,2,"authentic,forged"
64360,2,2,"authentic,forged"
64391,2,2,"authentic,forged"
64435,2,2,"authentic,forged"
64449,2,2,"authentic,forged"
6448,2,2,"authentic,forged"
64524,2,2,"authentic,forged"
6454,2,2,"authentic,forged"
64589,2,2,"authentic,forged"
64601,2,2,"authentic,forged"
64649,2,2,"authentic,forged"
64685,2,2,"authentic,forged"
64717,2,2,"authentic,forged"
64749,2,2,"authentic,forged"
64750,2,2,"authentic,forged"
64756,2,2,"authentic,forged"
6476,2,2,"authentic,forged"
64773,2,2,"authentic,forged"
64821,2,2,"authentic,forged"
6488,2,2,"authentic,forged"
64881,2,2,"authentic,forged"
64935,2,2,"authentic,forged"
64941,2,2,"authentic,forged"
64971,2,2,"authentic,forged"
65039,2,2,"authentic,forged"
65065,2,2,"authentic,forged"
6508,2,2,"authentic,forged"
6516,2,2,"authentic,forged"
65177,2,2,"authentic,forged"
65189,2,2,"authentic,forged"
65200,2,2,"authentic,forged"
65214,2,2,"authentic,forged"
65230,2,2,"authentic,forged"
65242,2,2,"authentic,forged"
653,2,2,"authentic,forged"
65322,2,2,"authentic,forged"
65396,2,2,"authentic,forged"
65399,2,2,"authentic,forged"
6540,2,2,"authentic,forged"
65463,2,2,"authentic,forged"
65465,2,2,"authentic,forged"
65481,2,2,"authentic,forged"
65532,2,2,"authentic,forged"
6566,2,2,"authentic,forged"
6580,2,2,"authentic,forged"
6581,2,2,"authentic,forged"
6596,2,2,"authentic,forged"
6618,2,2,"authentic,forged"
6633,2,2,"authentic,forged"
6658,2,2,"authentic,forged"
6696,2,2,"authentic,forged"
6729,2,2,"authentic,forged"
6737,2,2,"authentic,forged"
6775,2,2,"authentic,forged"
6782,2,2,"authentic,forged"
6800,2,2,"authentic,forged"
6845,2,2,"authentic,forged"
6857,2,2,"authentic,forged"
6892,2,2,"authentic,forged"
6959,2,2,"authentic,forged"
6993,2,2,"authentic,forged"
6999,2,2,"authentic,forged"
7004,2,2,"authentic,forged"
7013,2,2,"authentic,forged"
7050,2,2,"authentic,forged"
7120,2,2,"authentic,forged"
7127,2,2,"authentic,forged"
7130,2,2,"authentic,forged"
7210,2,2,"authentic,forged"
7274,2,2,"authentic,forged"
7279,2,2,"authentic,forged"
7282,2,2,"authentic,forged"
732,2,2,"authentic,forged"
7320,2,2,"authentic,forged"
7333,2,2,"authentic,forged"
7411,2,2,"authentic,forged"
7430,2,2,"authentic,forged"
745,2,2,"authentic,forged"
7465,2,2,"authentic,forged"
7498,2,2,"authentic,forged"
751,2,2,"authentic,forged"
752,2,2,"authentic,forged"
7561,2,2,"authentic,forged"
7574,2,2,"authentic,forged"
7610,2,2,"authentic,forged"
7649,2,2,"authentic,forged"
767,2,2,"authentic,forged"
7698,2,2,"authentic,forged"
770,2,2,"authentic,forged"
7703,2,2,"authentic,forged"
7705,2,2,"authentic,forged"
7713,2,2,"authentic,forged"
7715,2,2,"authentic,forged"
775,2,2,"authentic,forged"
7759,2,2,"authentic,forged"
7770,2,2,"authentic,forged"
7771,2,2,"authentic,forged"
7827,2,2,"authentic,forged"
7829,2,2,"authentic,forged"
7904,2,2,"authentic,forged"
7914,2,2,"authentic,forged"
7972,2,2,"authentic,forged"
7986,2,2,"authentic,forged"
8017,2,2,"authentic,forged"
8034,2,2,"authentic,forged"
804,2,2,"authentic,forged"
8074,2,2,"authentic,forged"
8080,2,2,"authentic,forged"
8081,2,2,"authentic,forged"
8092,2,2,"authentic,forged"
8109,2,2,"authentic,forged"
8130,2,2,"authentic,forged"
8169,2,2,"authentic,forged"
8175,2,2,"authentic,forged"
8214,2,2,"authentic,forged"
8246,2,2,"authentic,forged"
8259,2,2,"authentic,forged"
8266,2,2,"authentic,forged"
8268,2,2,"authentic,forged"
8288,2,2,"authentic,forged"
8388,2,2,"authentic,forged"
8401,2,2,"authentic,forged"
842,2,2,"authentic,forged"
8424,2,2,"authentic,forged"
8431,2,2,"authentic,forged"
8481,2,2,"authentic,forged"
8517,2,2,"authentic,forged"
8565,2,2,"authentic,forged"
8613,2,2,"authentic,forged"
8622,2,2,"authentic,forged"
8678,2,2,"authentic,forged"
868,2,2,"authentic,forged"
8681,2,2,"authentic,forged"
8715,2,2,"authentic,forged"
8733,2,2,"authentic,forged"
8783,2,2,"authentic,forged"
8807,2,2,"authentic,forged"
8808,2,2,"authentic,forged"
8874,2,2,"authentic,forged"
8929,2,2,"authentic,forged"
8935,2,2,"authentic,forged"
8976,2,2,"authentic,forged"
9042,2,2,"authentic,forged"
9045,2,2,"authentic,forged"
9083,2,2,"authentic,forged"
9096,2,2,"authentic,forged"
9178,2,2,"authentic,forged"
9206,2,2,"authentic,forged"
9299,2,2,"authentic,forged"
9309,2,2,"authentic,forged"
937,2,2,"authentic,forged"
9533,2,2,"authentic,forged"
9568,2,2,"authentic,forged"
9590,2,2,"authentic,forged"
9651,2,2,"authentic,forged"
9732,2,2,"authentic,forged"
9768,2,2,"authentic,forged"
9791,2,2,"authentic,forged"
9807,2,2,"authentic,forged"
9849,2,2,"authentic,forged"
9954,2,2,"authentic,forged"
9960,2,2,"authentic,forged"
9967,2,2,"authentic,forged"
9976,2,2,"authentic,forged"
9977,2,2,"authentic,forged"
